38026,487
132770,487
834,487
3225,486
43994,482
59591,482
11427,479
31042,475
58895,470
16223,470
15493,465
4609,462
21017,453
196797,451
44401,451
37075,450
34170,449
30689,449
262329,448
55766,446
45650,443
24626,442
6877,441
138423,441
133685,438
48832,438
17439,436
197343,434
3816,427
38713,426
46844,425
12406,422
28146,420
5563,420
35816,419
56402,416
45588,415
138276,413
133647,412
42313,412
3209,410
45271,408
57588,405
142488,404
4788,403
328035,396
18229,395
24203,395
45669,393
43797,393
9584,392
37671,392
197207,392
46785,391
15974,391
9381,391
44149,389
6568,389
15924,387
2519,379
11878,379
131428,379
132566,378
57333,378
20057,378
17882,378
3215,377
135477,376
394009,376
136708,374
140607,372
134316,371
131379,371
31725,370
15525,370
196688,370
3741,369
134033,369
22773,366
209,366
13682,364
6939,364
28103,361
141314,361
31245,360
213371,360
11232,359
3257,359
201776,355
4766,355
6830,354
64270,353
14259,351
36994,349
42385,347
23944,346
59257,345
44053,344
12849,344
50981,343
56150,343
24154,341
197235,341
28685,340
2018,340
13188,339
51285,338
24482,337
24435,337
24532,336
53087,335
49261,333
135360,333
1267,332
58461,325
132435,323
136361,321
12455,321
29571,320
43087,319
10753,318
8560,318
10094,317
8400,317
42961,316
135760,316
33991,315
3320,314
174,312
34896,312
38482,310
43110,310
48508,310
46049,309
328036,309
55685,309
135783,308
133257,308
30822,308
6789,308
16629,307
51652,306
201179,306
9340,304
203576,304
138320,303
207744,303
10219,303
14117,303
18182,302
328983,302
28338,302
202914,302
262732,301
22724,301
40831,300
51407,300
23696,300
131445,299
132768,298
29355,297
25408,295
35576,295
56167,294
49641,294
135090,294
203891,291
1680,290
47887,289
6128,289
8491,289
264471,288
27782,287
39513,286
49732,286
37052,285
133232,285
2764,284
39422,283
327934,283
28917,282
61372,282
264628,280
131442,279
27882,279
50670,279
28227,278
15774,278
262794,278
139195,277
134204,277
17471,277
196949,275
16284,275
265198,274
35567,274
42387,274
59249,274
27947,273
45727,273
266647,272
135762,272
25515,272
9873,272
57993,272
263151,270
28717,270
52775,269
15557,268
17787,267
9919,267
134881,267
133255,266
28665,266
197697,266
51167,266
58519,266
8675,266
263155,266
8492,265
58597,265
50241,264
20764,263
45905,262
56264,262
28293,261
25144,261
13257,260
28598,260
137606,260
139008,259
1901,259
38571,259
263114,259
12850,259
204457,259
5778,258
137004,257
19114,257
21378,257
52040,257
134238,256
135792,256
52354,256
61795,255
50716,255
15169,255
134001,254
719,254
395839,254
53435,254
30998,253
53059,253
37453,253
18734,252
138296,252
37197,250
57643,250
52554,250
9146,250
15468,250
39045,250
265482,250
37282,249
28126,249
41190,249
196638,248
198541,248
137125,248
137114,248
28287,248
45090,247
17444,247
27720,247
133589,246
206065,246
24631,246
40727,246
27967,245
136841,244
37144,244
136332,244
5713,244
9821,244
50274,244
25180,244
11138,243
49718,243
6134,243
267219,242
39927,242
35393,242
43267,242
47452,241
52862,241
62442,241
17072,241
52471,241
135845,240
14280,240
131686,240
262946,240
8562,240
35320,239
8427,239
51582,239
21104,239
11172,239
21486,239
25549,239
33788,238
28343,238
23201,238
36352,237
136119,237
61858,237
136823,237
266984,236
265330,235
262907,235
263673,235
31115,235
24529,235
136698,234
45143,233
61761,232
3208,231
4847,231
30619,230
26104,230
138718,229
49816,229
9830,229
137306,229
35444,228
45318,228
60976,228
136284,227
27964,227
35177,227
44391,226
26718,226
263124,225
135758,224
202391,224
43510,224
138737,224
35598,223
263007,223
53231,223
8749,222
8881,222
59583,222
35527,222
40995,222
52213,222
28191,221
22411,221
56623,221
12997,221
35516,220
134863,220
53078,220
8905,220
35125,219
268283,219
4760,219
45184,219
133696,218
262854,217
18053,217
36925,217
209371,216
23750,216
49100,216
7122,215
29555,215
6057,215
132754,214
5483,214
132933,213
50834,213
60098,212
263587,212
29170,211
5610,211
43612,210
39493,209
135719,209
201079,209
24337,208
60496,208
264509,208
12912,208
63859,207
16206,207
134021,207
133967,206
58157,206
134016,206
263170,205
262916,205
29049,204
55839,204
264486,204
44702,204
22474,204
38505,203
21050,203
28775,203
132960,203
133612,203
10439,203
11830,203
204499,202
53131,202
201884,202
23607,202
36908,202
27747,201
17621,201
8220,200
52804,199
37037,199
53048,199
27865,198
41704,197
265264,196
196851,195
265172,195
199995,195
139628,195
6848,194
133311,194
12297,194
262192,193
47524,193
61944,193
34518,193
62006,193
45582,192
51678,192
28165,192
28202,191
9125,191
51234,191
29648,191
1221,191
47442,190
41843,190
206119,190
55352,190
17754,190
262336,190
133287,189
263661,189
5650,188
29031,187
31499,187
24207,186
13999,186
263275,182
3255,181
131429,181
58923,180
132519,180
134042,180
263608,180
29319,179
133469,179
34300,179
38794,179
131459,178
28830,178
26615,178
45284,178
207810,177
53138,177
50673,176
49037,175
48524,175
18233,175
198144,175
37623,173
132116,171
9506,171
39822,170
37284,169
38726,169
136335,169
42087,168
24663,167
267811,166
6856,166
268835,166
60139,165
28669,165
47117,164
23338,164
133720,164
263864,163
25832,163
206490,163
57847,162
60458,162
262604,160
204722,159
138746,159
267204,158
58314,158
13213,158
132686,157
197535,156
8779,156
29357,154
57944,153
44208,153
44265,152
6799,152
37018,152
39279,151
24722,150
133275,150
264338,149
139629,148
60042,148
45753,148
15378,148
23860,146
56797,146
264107,146
61635,146
39442,145
264483,145
17501,144
22616,144
48903,143
61893,142
34508,141
3325,141
131761,140
56040,140
265201,140
135191,140
42772,139
8053,138
35753,138
134562,138
39824,137
16397,137
18207,137
22085,136
209046,136
49223,135
41034,135
197068,133
133421,132
17421,132
35592,131
26210,131
50477,131
137568,131
21453,131
47395,130
210021,130
47794,129
6639,127
47321,126
267788,126
42428,126
16345,125
15321,125
9050,124
28210,124
269303,122
48909,122
262715,122
262387,121
135188,121
51612,121
28330,121
41794,120
32475,120
60146,119
43182,119
29286,119
47118,118
205368,118
48190,118
10620,117
34549,116
31695,116
16637,114
61797,113
28328,113
34267,113
147259,112
16735,111
50810,111
24940,111
23872,110
52724,110
56149,109
60740,109
17747,108
30922,108
12683,106
1257,104
58136,103
135422,102
56677,100
55862,100
24389,100
136190,100
16232,100
42581,99
4780,99
49588,99
28515,99
28885,98
25310,98
38365,97
25512,96
197793,96
45648,96
61478,95
28270,93
24525,93
136339,92
10030,91
23535,91
8708,90
37620,90
8985,90
135872,89
26426,89
198589,88
10139,88
52952,88
49774,87
9241,86
135496,85
38710,84
4007,82
8075,81
201767,81
62044,81
33983,81
133593,81
15440,81
8334,81
34248,81
51004,81
10834,80
200645,80
262690,80
5639,79
27879,79
28075,79
32097,79
17858,77
29695,77
33132,74
264037,73
327687,73
53185,73
37136,73
55799,72
34757,71
38750,71
210315,70
9808,70
132660,70
27876,70
198569,70
36884,70
45224,69
25184,69
61468,69
137292,68
703,68
262760,67
132556,67
132215,66
206804,65
203895,65
21020,64
16292,64
36923,63
132203,61
131724,61
136030,61
135602,60
136342,59
7616,59
37069,59
37148,59
135031,58
11351,58
29614,57
396982,57
48944,57
34058,57
262394,55
133237,55
24550,55
7540,54
263603,54
132890,52
35908,52
24213,52
132976,51
55356,49
16509,48
28458,48
20632,47
262359,47
8218,46
55322,45
33765,45
20860,44
61461,44
1241,43
140825,43
43766,42
41750,42
23991,41
7633,41
4835,41
63199,41
29302,41
50591,40
135223,39
262403,39
134771,38
52696,38
39280,37
8437,37
13768,37
24173,36
34867,36
8374,36
52869,36
41007,35
25505,35
14988,35
24320,34
18187,34
41284,33
12958,33
58926,33
55307,33
9269,32
4802,32
13515,32
24515,32
22363,31
26617,31
64300,31
47895,31
11851,30
2715,30
60475,29
21127,28
31059,28
48715,28
53605,28
28007,27
17625,27
203217,27
35913,26
47262,26
54600,25
136879,25
13760,24
208843,24
9070,24
17378,24
56060,24
56048,23
31242,23
2527,23
137169,23
48209,23
4811,23
147171,23
135475,22
43733,22
7992,22
136094,22
31863,22
24444,21
14618,21
134375,21
61681,21
51561,20
135797,20
262895,20
64286,20
262468,20
23089,20
14840,20
28260,19
8100,19
16904,19
37457,19
52956,19
5617,18
33871,18
39153,18
10208,18
55286,18
18004,17
263157,17
262999,16
264390,16
136393,15
131627,15
53006,15
57494,15
263110,15
23383,15
17552,15
38314,15
9845,14
12790,14
29182,14
196863,14
9824,14
17676,14
31117,14
46573,13
4618,13
25620,13
136633,13
51645,13
28585,13
28173,13
28890,13
25454,13
38788,13
56293,12
27924,12
17839,12
136195,12
42298,12
64050,12
61738,11
202660,11
2914,11
55430,11
268581,11
6855,11
40065,11
13445,11
6315,10
24445,10
33576,10
46057,10
27898,10
19246,10
29256,10
19711,9
15704,9
49453,9
41661,9
17511,9
132420,9
34977,9
7162,9
24499,9
59037,9
49103,9
56047,9
138117,9
136800,9
132005,9
61121,8
138235,8
45305,8
9848,8
10066,8
24151,8
34882,8
32098,8
24481,8
140061,8
213369,8
32987,8
9676,7
56046,7
34456,7
10036,7
57809,7
53755,7
20001,7
52675,7
3737,7
20454,7
12353,7
27800,7
265128,7
262253,7
49183,7
50512,6
131767,6
57378,6
50613,6
9569,6
2518,6
8781,6
38553,6
34971,6
12212,6
19182,6
28539,6
10796,6
38732,6
4685,6
53667,6
57534,6
10103,6
49120,5
24547,5
53850,5
35178,5
6327,5
12252,5
23578,5
271814,5
50543,5
4721,5
17853,5
56300,5
10013,5
37119,5
7679,5
56146,5
51569,5
59179,5
9374,5
200000,5
38743,5
21021,4
9387,4
9891,4
15582,4
18126,4
20115,4
17936,4
50367,4
23700,4
9177,4
41268,4
263919,4
12688,4
24400,4
52207,4
55423,4
45102,4
205226,4
49561,4
196791,4
51570,4
28335,4
10010,4
136972,4
135848,4
39238,4
139689,4
56487,4
55309,4
48437,4
12271,4
212397,4
20207,4
206026,3
31224,3
50542,3
136188,3
57044,3
57160,3
56534,3
25306,3
44725,3
44321,3
17816,3
41560,3
44056,3
38478,3
57742,3
28832,3
204161,3
22047,3
36351,3
33517,3
6621,3
8764,3
812,3
9229,3
2497,3
56041,3
9976,3
264637,3
31214,3
9981,3
8439,3
8968,3
266032,3
26727,3
4515,3
31514,3
11068,3
10225,3
10003,3
6306,3
9365,3
43972,3
43727,3
40861,3
30083,3
20590,3
201593,3
8346,3
137689,3
6712,2
36972,2
45025,2
39785,2
60119,2
31257,2
51547,2
57971,2
59478,2
37503,2
28308,2
43594,2
34533,2
26335,2
54614,2
39825,2
48670,2
39435,2
9319,2
378,2
9534,2
2860,2
204273,2
13036,2
11562,2
42943,2
47764,2
17638,2
265185,2
137691,2
20144,2
34665,2
4773,2
38109,2
60840,2
51604,2
56044,2
12737,2
55714,2
47236,2
262827,2
17962,2
38283,2
26527,2
3301,2
20771,2
56042,2
13335,2
60068,2
37200,2
394141,2
58466,2
134774,2
262575,2
134810,2
49025,2
4764,2
38322,2
5089,2
400511,2
18438,2
4771,2
38091,2
134262,2
262146,2
30836,2
38095,2
38841,2
11814,2
61360,2
33480,2
81,2
9443,2
17506,2
43687,2
35612,2
39608,1
206092,1
59861,1
8866,1
133007,1
41892,1
59150,1
56720,1
207967,1
44724,1
44087,1
60510,1
56668,1
58042,1
42892,1
29190,1
17577,1
44030,1
5467,1
57798,1
2856,1
52570,1
52312,1
18278,1
263140,1
268200,1
786,1
39812,1
46004,1
208890,1
18245,1
197140,1
42511,1
21191,1
30844,1
6886,1
25106,1
57871,1
41733,1
3249,1
8774,1
16342,1
53062,1
264814,1
16019,1
34038,1
55828,1
9085,1
12946,1
34857,1
267405,1
12768,1
210644,1
4816,1
29456,1
12334,1
5580,1
28668,1
42437,1
52783,1
267186,1
36969,1
203877,1
34362,1
4809,1
59127,1
265933,1
7418,1
17210,1
266253,1
49056,1
9595,1
41754,1
15673,1
44206,1
48320,1
44927,1
18419,1
5432,1
35539,1
23002,1
41727,1
12418,1
24523,1
57981,1
49925,1
42682,1
63962,1
18318,1
51035,1
135746,1
18103,1
135826,1
52015,1
58540,1
5410,1
39647,1
49293,1
17529,1
135339,1
28884,1
12302,1
40676,1
42116,1
38320,1
49715,1
16285,1
265178,1
133854,1
45374,1
137872,1
133938,1
46562,1
34594,1
29226,1
44493,1
12361,1
31363,1
45110,1
265451,1
131596,1
138567,1
133993,1
11835,1
262814,1
3329,1
38121,1
5603,1
268319,1
327820,1
41937,1
9694,1
21183,1
5378,1
132525,1
43698,1
2200,1
10164,1
9908,1
2514,1
400117,1
4538,1
15640,1
7155,1
8455,1
9617,1
