1581332401.514055,55644,3390658214
1581332422.488209,55644,3390658214
1581332436.337305,55644,3390658214
1581332452.443934,55644,3390658217
1581332453.238455,55644,3390658217
1581332453.539862,55644,3390658217
1581332455.553781,55644,3390658220
1581332455.834324,55644,3390658220
1581332455.838274,55644,3390658220
1581332455.83828,55644,3390658220
1581332456.144747,55644,3390658220
1581332457.072184,55644,3390658220
1581332461.748905,55644,3390658220
1581332462.6575,55644,3390658220
1581332466.387378,55644,3390658220
1581332468.453987,55644,3390658220
1581332481.89563,55644,3390658220
1581332492.448591,55644,3390658220
1581332522.208796,55644,3390658220
1581332525.166961,55644,3390658220
1581332525.44556,55644,3390658220
1581332528.07047,55644,3390658220
1581332531.548569,55644,3390658220
1581332581.406642,55644,3390658222
1581332581.691472,55644,3390658222
1581332582.569751,55644,3390658222
1581332584.700469,55644,3390658222
1581332584.987973,55644,3390658222
1581332584.989035,55644,3390658222
1581332593.986847,55644,3390658222
1581332594.773542,55644,3390658222
1581332654.014607,55644,3390658222
1581332767.984683,55644,3390658222
1581332768.265736,55644,3390658222
1581332768.266163,55644,3390658222
1581332813.29752,55644,3390658222
1581332922.442888,55644,3390658224
1581332922.726245,55644,3390658224
1581332922.726329,55644,3390658224
1581332922.726332,55644,3390658224
1581332922.727511,55644,3390658224
1581332923.013757,55644,3390658224
1581332923.013966,55644,3390658224
1581332923.565705,55644,3390658224
1581332923.90987,55644,3390658224
1581332925.645037,55644,3390658224
1581332928.628159,55644,3390658224
1581332929.128819,55644,3390658224
1581332932.614104,55644,3390658224
1581332935.346912,55644,3390658224
1581332948.800833,55644,3390658224
1581332987.845123,55644,3390658224
1581332988.153023,55644,3390658224
1581332988.154363,55644,3390658224
1581332989.023351,55644,3390658224
1581332990.783256,55644,3390658224
1581332994.242368,55644,3390658224
1581333043.046116,55644,3390658225
1581333043.342167,55644,3390658225
1581333043.342172,55644,3390658225
1581333044.240021,55644,3390658225
1581333046.037712,55644,3390658225
1581333046.347051,55644,3390658225
1581333046.634967,55644,3390658225
1581333046.635112,55644,3390658225
1581333046.636028,55644,3390658225
1581333049.651662,55644,3390658225
1581333055.652824,55644,3390658225
1581333067.636661,55644,3390658225
1581333079.643238,55644,3390658225
1581333163.67571,55644,3390658225
1581333223.673143,55644,3390658225
1581333229.69337,55644,3390658225
1581333230.003409,55644,3390658225
1581333251.028638,55644,3390658225
1581333383.039108,55644,3390658225
1581333385.214348,55644,3390658228
1581333385.501753,55644,3390658228
1581333385.801995,55644,3390658228
1581333386.393087,55644,3390658228
1581333388.330675,55644,3390658228
1581333451.512328,55644,3390658228
1581333460.85501,55644,3390658228
1581333472.86352,55644,3390658228
1581333496.878076,55644,3390658228
1581333538.383303,55644,3390658467
1581333539.19917,55644,3390658467
1581333539.48715,55644,3390658467
1581333539.48805,55644,3390658467
1581333542.500138,55644,3390658467
1581333544.891963,55644,3390658228
1581333548.51006,55644,3390658467
1581333560.495127,55644,3390658467
1581333584.498595,55644,3390658467
1581333605.995895,55644,3390658230
1581333606.288555,55644,3390658230
1581333606.587015,55644,3390658230
1581333606.58716,55644,3390658230
1581333607.16373,55644,3390658230
1581333608.993221,55644,3390658230
1581333612.670577,55644,3390658230
1581333619.437603,55644,3390658230
1581333619.638217,55644,3390658230
1581333626.605766,55644,3390658230
1581333632.510678,55644,3390658467
1581333633.382299,55644,3390658230
1581333640.537543,55644,3390658230
1581333661.225062,55644,3390658230
1581333668.389869,55644,3390658230
1581333671.36276,55644,3390658230
1581333671.647196,55644,3390658230
1581333671.647787,55644,3390658230
1581333674.17351,55644,3390658230
1581333684.25781,55644,3390658230
1581333692.779427,55644,3390658467
1581333692.848543,55644,3390658468
1581333693.14517,55644,3390658468
1581333693.145322,55644,3390658468
1581333693.159833,55644,3390658468
1581333693.458713,55644,3390658468
1581333693.459647,55644,3390658468
1581333694.005839,55644,3390658468
1581333694.349866,55644,3390658468
1581333695.749482,55644,3390658468
1581333696.157608,55644,3390658468
1581333699.23023,55644,3390658468
1581333699.756132,55644,3390658468
1581333703.374165,55644,3390658468
1581333706.212504,55644,3390658468
1581333706.975399,55644,3390658468
1581333714.183104,55644,3390658468
1581333720.202133,55644,3390658468
1581333724.61445,55644,3390658230
1581333725.700061,55644,3390658232
1581333725.999674,55644,3390658232
1581333726.920459,55644,3390658232
1581333728.589776,55644,3390658468
1581333728.712883,55644,3390658232
1581333735.010566,55644,3390658232
1581333748.040683,55644,3390658468
1581333753.933794,55644,3390658232
1581333756.323398,55644,3390658232
1581333757.411081,55644,3390658468
1581333760.413362,55644,3390658468
1581333760.741576,55644,3390658468
1581333760.744353,55644,3390658468
1581333760.744358,55644,3390658468
1581333761.803462,55644,3390658468
1581333763.924908,55644,3390658468
1581333768.127199,55644,3390658468
1581333768.338081,55644,3390658232
1581333782.735726,55644,3390658232
1581333852.332865,55644,3390658232
1581333865.486286,55644,3390658469
1581333865.793006,55644,3390658469
1581333865.793171,55644,3390658469
1581333865.801308,55644,3390658469
1581333866.090725,55644,3390658469
1581333866.091137,55644,3390658469
1581333866.704526,55644,3390658469
1581333866.964462,55644,3390658469
1581333868.494176,55644,3390658469
1581333868.710733,55644,3390658469
1581333872.091126,55644,3390658469
1581333872.182587,55644,3390658469
1581333875.680334,55644,3390658469
1581333879.166042,55644,3390658469
1581333912.372857,55644,3390658232
1581333930.90104,55644,3390658469
1581333933.895648,55644,3390658469
1581333934.214761,55644,3390658469
1581333934.217062,55644,3390658469
1581333937.212456,55644,3390658469
1581333937.48264,55644,3390658234
1581333941.490264,55644,3390658238
1581333941.778052,55644,3390658238
1581333943.225638,55644,3390658469
1581333944.322281,55644,3390658238
1581333944.781447,55644,3390658238
1581333945.146942,55644,3390658238
1581333945.147068,55644,3390658238
1581333947.666929,55644,3390658238
1581333948.127601,55644,3390658238
1581333967.86045,55644,3390658238
